order_id,customer_id,customer_name,customer_email,customer_age,customer_gender,customer_city,customer_state,registration_date,order_date,order_status,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_percent,shipping_cost,payment_method,device_type,rating,review_text,is_returned,delivery_days
ORD0003254,CUST02455,Ankit Mehta,ankit.mehta925@gmail.com,63,Male,Bhubaneswar,Odisha,2021-02-07,2022-01-03,Completed,PROD9435,Samsung Smart Watches Max A7,Electronics,Smart Watches,Samsung,75938.75,6,0.0,124.29,Credit Card,Mobile,4.0,Highly recommend this product.,False,13
ORD0003427,CUST01278,Pooja Srivastava,pooja.srivastava100@outlook.com,55,Female,Bhopal,Madhya Pradesh,2021-03-21,2022-01-03,Pending,PROD4284,Funskool Dolls Smart R6,Toys,Dolls,Funskool,2016.81,1,25.0,197.0,Net Banking,Mobile,,,False,10
ORD0001717,CUST02776,Sunita Banerjee,sunita.banerjee508@yahoo.com,19,Female,Agra,Uttar Pradesh,2021-10-18,2022-01-04,Completed,PROD9912,Adidas Women's Clothing Lite X1,Fashion,Women's Clothing,Adidas,8893.25,2,30.0,138.56,UPI,Mobile,5.0,Perfect for casual wear.,False,3
ORD0001703,CUST00342,Ankit Rao,ankit.rao211@outlook.com,21,Female,Hyderabad,Telangana,2021-04-22,2022-01-04,Completed,PROD1058,IKEA Storage Classic V3,Home & Kitchen,Storage,IKEA,8904.72,7,20.0,145.05,COD,Mobile,3.0,Saves a lot of time.,False,7
ORD0000709,CUST00931,Vishal Reddy,vishal.reddy846@gmail.com,37,Male,Agra,Uttar Pradesh,2021-02-15,2022-01-04,Completed,PROD8190,Mattel Board Games Pro M4,Toys,Board Games,Mattel,533.04,8,0.0,48.23,Debit Card,Mobile,4.0,Durable and colorful.,False,6
ORD0001400,CUST01742,Bhavna Kumar,bhavna.kumar166@yahoo.com,22,Female,Jaipur,Rajasthan,2021-01-01,2022-01-04,Completed,PROD2207,Samsung Cameras Eco T10,Electronics,Cameras,Samsung,107710.76,6,0.0,109.92,UPI,Desktop,4.0,,False,2
ORD0000265,CUST01178,Chetan Iyer,chetan.iyer819@outlook.com,47,Male,Pune,Maharashtra,2021-11-25,2022-01-04,Returned,PROD2356,Whirlpool Bedding Smart R6,Home & Kitchen,Bedding,Whirlpool,41826.44,5,0.0,155.36,UPI,Mobile,,,True,11
ORD0002889,CUST00023,Lakshmi Shah,lakshmi.shah922@gmail.com,61,Female,Chennai,Tamil Nadu,2021-07-21,2022-01-05,Completed,PROD7081,Philips Home Decor Ultra R6,Home & Kitchen,Home Decor,Philips,24180.18,5,25.0,45.1,UPI,Mobile,5.0,Easy to assemble.,False,14
ORD0004745,CUST01448,Smita Mishra,smita.mishra689@gmail.com,49,Female,Delhi,Delhi,2021-08-11,2022-01-05,Completed,PROD9250,Puma Accessories Pro T10,Fashion,Accessories,Puma,8279.79,5,10.0,117.27,COD,Mobile,,Nice quality fabric.,False,14
ORD0005041,CUST01169,Deepak Gupta,deepak.gupta630@outlook.com,18,Female,Kochi,Kerala,2021-08-06,2022-01-05,Completed,PROD9993,S. Chand Non-Fiction Pro R6,Books,Non-Fiction,S. Chand,1489.19,7,10.0,75.85,Credit Card,Tablet,4.0,Very informative read.,False,9
ORD0000212,CUST01367,Karan Reddy,karan.reddy232@yahoo.com,43,Female,Visakhapatnam,Andhra Pradesh,2021-06-20,2022-01-05,Completed,PROD1232,Puma Footwear Elite M4,Fashion,Footwear,Puma,14020.53,7,20.0,164.31,UPI,Tablet,3.0,Exactly as shown in picture.,False,5
ORD0008797,CUST01095,Pallavi Kumar,pallavi.kumar433@hotmail.com,28,Female,Nagpur,Maharashtra,2021-10-21,2022-01-05,Completed,PROD1176,Fisher-Price Action Figures Smart G9,Toys,Action Figures,Fisher-Price,3973.0,5,25.0,43.71,Credit Card,Mobile,4.0,,False,4
ORD0003194,CUST02351,Manoj Reddy,manoj.reddy925@yahoo.com,69,Male,Kanpur,Uttar Pradesh,2021-01-17,2022-01-05,Completed,PROD7211,Nike Men's Clothing Max X1,Fashion,Men's Clothing,Nike,6482.98,8,10.0,103.35,Credit Card,Mobile,1.0,,False,14
ORD0009307,CUST00037,Tanvi Srivastava,tanvi.srivastava520@hotmail.com,33,Female,Nagpur,Maharashtra,2021-02-04,2022-01-05,Completed,PROD4089,HP Headphones Smart K8,Electronics,Headphones,HP,103075.56,10,10.0,150.61,Credit Card,Mobile,5.0,Excellent performance!,False,2
ORD0009315,CUST00308,Lakshmi Yadav,lakshmi.yadav793@hotmail.com,26,Female,Bhopal,Madhya Pradesh,2021-01-04,2022-01-05,Completed,PROD4391,Samsung Headphones Classic V3,Electronics,Headphones,Samsung,119457.59,8,20.0,83.32,COD,Tablet,5.0,"Fast delivery, good packaging.",False,10
ORD0001970,CUST01468,Ananya Iyer,ananya.iyer945@hotmail.com,38,Female,Indore,Madhya Pradesh,2021-05-04,2022-01-05,Pending,PROD1274,IKEA Furniture Max K8,Home & Kitchen,Furniture,IKEA,6266.33,1,5.0,172.97,UPI,Tablet,,,False,8
ORD0000699,CUST00369,Kavya Rao,kavya.rao547@yahoo.com,47,Female,Noida,Uttar Pradesh,2021-07-25,2022-01-05,Completed,PROD7479,Penguin Comics Pro M4,Books,Comics,Penguin,344.89,8,20.0,20.46,Debit Card,Desktop,4.0,,False,2
ORD0005320,CUST00768,Aisha Iyer,aisha.iyer279@outlook.com,64,Male,Mumbai,Maharashtra,2021-12-31,2022-01-05,Completed,PROD4612,Whirlpool Cookware Classic Z5,Home & Kitchen,Cookware,Whirlpool,45281.26,1,0.0,136.88,Credit Card,Desktop,4.0,Looks great in my kitchen.,False,4
ORD0008360,CUST00050,Manish Joshi,manish.joshi600@hotmail.com,35,Female,Bhubaneswar,Odisha,2021-03-12,2022-01-05,Pending,PROD8375,Decathlon Fitness Equipment Ultra S2,Sports,Fitness Equipment,Decathlon,11370.61,9,0.0,120.82,COD,Tablet,,,False,3
ORD0001284,CUST00078,Rajan Bose,rajan.bose393@gmail.com,35,Male,Agra,Uttar Pradesh,2021-01-28,2022-01-06,Completed,PROD4710,Apple Cameras Smart K8,Electronics,Cameras,Apple,28113.84,6,30.0,153.95,Debit Card,Tablet,4.0,Battery life is amazing.,False,10
ORD0006358,CUST01001,Suresh Jain,suresh.jain886@gmail.com,64,Female,Lucknow,Uttar Pradesh,2021-10-16,2022-01-06,Completed,PROD7258,Oxford Comics Lite A7,Books,Comics,Oxford,1487.81,7,15.0,85.04,Debit Card,Tablet,5.0,,False,3
ORD0003349,CUST01433,Pankaj Malhotra,pankaj.malhotra13@hotmail.com,18,Female,Agra,Uttar Pradesh,2021-06-13,2022-01-06,Completed,PROD9951,Prestige Cookware Smart K8,Home & Kitchen,Cookware,Prestige,32796.9,9,5.0,6.07,Credit Card,Mobile,4.0,,False,12
ORD0008288,CUST00747,Arun Saxena,arun.saxena785@outlook.com,66,Male,Coimbatore,Tamil Nadu,2021-08-19,2022-01-07,Completed,PROD9378,Nike Footwear Lite K8,Fashion,Footwear,Nike,5527.69,4,0.0,31.78,UPI,Mobile,5.0,Comfortable and stylish.,False,6
ORD0003115,CUST01488,Amit Shah,amit.shah75@gmail.com,54,Male,Bangalore,Karnataka,2021-12-02,2022-01-07,Completed,PROD8404,Havells Cookware Ultra S2,Home & Kitchen,Cookware,Havells,12009.33,6,0.0,58.02,UPI,Mobile,,Easy to assemble.,False,9
ORD0005013,CUST00679,Vinay Chauhan,vinay.chauhan267@hotmail.com,59,Female,Patna,Bihar,2021-07-05,2022-01-07,Completed,PROD9255,Dove Makeup Eco Z5,Beauty,Makeup,Dove,418.3,5,5.0,92.73,UPI,Mobile,4.0,,False,11
ORD0003435,CUST00039,Shivam Joshi,shivam.joshi861@yahoo.com,64,Female,Kochi,Kerala,2021-11-17,2022-01-07,Completed,PROD4883,Philips Bedding Lite G9,Home & Kitchen,Bedding,Philips,14198.99,1,0.0,138.35,Credit Card,Mobile,4.0,,False,2
ORD0006003,CUST00807,Anjali Agarwal,anjali.agarwal885@yahoo.com,30,Male,Jaipur,Rajasthan,2021-07-26,2022-01-08,Returned,PROD7668,Lenovo Smart Watches Smart S2,Electronics,Smart Watches,Lenovo,149768.78,10,0.0,101.87,Debit Card,Desktop,,,True,12
ORD0005345,CUST00012,Riya Banerjee,riya.banerjee599@gmail.com,28,Male,Nagpur,Maharashtra,2021-08-02,2022-01-08,Completed,PROD3215,Philips Kitchen Appliances Ultra A7,Home & Kitchen,Kitchen Appliances,Philips,26328.46,8,0.0,38.15,UPI,Desktop,,Perfect size for my home.,False,11
ORD0004292,CUST02467,Pallavi Gupta,pallavi.gupta909@outlook.com,23,Female,Bhubaneswar,Odisha,2021-09-09,2022-01-08,Returned,PROD6899,OnePlus Tablets Lite M4,Electronics,Tablets,OnePlus,67926.3,3,20.0,107.27,UPI,Mobile,,,True,12
ORD0007371,CUST00845,Karan Sharma,karan.sharma795@outlook.com,38,Female,Delhi,Delhi,2021-03-05,2022-01-08,Completed,PROD6498,Nike Women's Clothing Elite S2,Fashion,Women's Clothing,Nike,7567.73,7,15.0,68.31,Wallet,Desktop,5.0,,False,4
ORD0002287,CUST00711,Neha Patel,neha.patel407@gmail.com,25,Female,Chennai,Tamil Nadu,2021-10-09,2022-01-08,Completed,PROD3510,Maybelline Makeup Eco K8,Beauty,Makeup,Maybelline,6437.87,9,0.0,107.03,UPI,Mobile,5.0,Will definitely buy again.,False,14
ORD0006534,CUST01463,Yash Tiwari,yash.tiwari918@gmail.com,24,Male,Chennai,Tamil Nadu,2021-08-06,2022-01-08,Completed,PROD6279,Apple Smart Watches Lite X1,Electronics,Smart Watches,Apple,136786.54,3,25.0,85.34,UPI,Mobile,4.0,Highly recommend this product.,False,10
ORD0001898,CUST02919,Manoj Reddy,manoj.reddy239@hotmail.com,46,Female,Chandigarh,Punjab,2021-09-13,2022-01-09,Completed,PROD9639,Whirlpool Bedding Eco Z5,Home & Kitchen,Bedding,Whirlpool,41528.25,4,0.0,35.96,COD,Tablet,4.0,Looks great in my kitchen.,False,14
ORD0008261,CUST02252,Ankit Verma,ankit.verma404@hotmail.com,58,Male,Agra,Uttar Pradesh,2021-04-03,2022-01-09,Completed,PROD4424,Whirlpool Cookware Eco M4,Home & Kitchen,Cookware,Whirlpool,34902.61,2,20.0,99.45,Wallet,Desktop,3.0,,False,14
ORD0003493,CUST00726,Kavya Bose,kavya.bose882@hotmail.com,61,Female,Coimbatore,Tamil Nadu,2021-09-28,2022-01-09,Completed,PROD6553,Zara Men's Clothing Ultra G9,Fashion,Men's Clothing,Zara,5178.57,1,0.0,193.4,Debit Card,Mobile,5.0,,False,9
ORD0005181,CUST00167,Anjali Singh,anjali.singh966@yahoo.com,21,Female,Surat,Gujarat,2021-11-02,2022-01-09,Cancelled,PROD4277,LG Laptops Ultra K8,Electronics,Laptops,LG,31122.49,7,0.0,142.9,Net Banking,Mobile,,,False,7
ORD0001148,CUST02336,Arjun Mishra,arjun.mishra90@yahoo.com,51,Male,Surat,Gujarat,2021-12-02,2022-01-09,Completed,PROD7633,Havells Kitchen Appliances Elite A7,Home & Kitchen,Kitchen Appliances,Havells,4256.47,7,0.0,141.63,COD,Tablet,5.0,Saves a lot of time.,False,3
ORD0002925,CUST01301,Rahul Agarwal,rahul.agarwal562@yahoo.com,22,Female,Bhubaneswar,Odisha,2021-08-23,2022-01-09,Completed,PROD1593,Dove Skincare Plus X1,Beauty,Skincare,Dove,7972.14,6,10.0,69.34,COD,Mobile,2.0,Works as promised.,False,3
ORD0006145,CUST01299,Rekha Kumar,rekha.kumar411@outlook.com,65,Female,Bhubaneswar,Odisha,2021-05-15,2022-01-09,Completed,PROD4868,Zara Footwear Pro X1,Fashion,Footwear,Zara,5789.37,5,5.0,96.89,UPI,Desktop,,Perfect for casual wear.,False,7
ORD0001011,CUST00199,Mohit Shah,mohit.shah91@outlook.com,18,Male,Agra,Uttar Pradesh,2021-04-21,2022-01-09,Completed,PROD6583,H&M Women's Clothing Max K8,Fashion,Women's Clothing,H&M,1957.93,1,15.0,188.86,Debit Card,Mobile,5.0,Comfortable and stylish.,False,4
ORD0004776,CUST00501,Ankit Ghosh,ankit.ghosh395@yahoo.com,70,Male,Delhi,Delhi,2021-07-28,2022-01-09,Completed,PROD5073,Havells Bedding Pro X1,Home & Kitchen,Bedding,Havells,5075.48,9,5.0,162.54,Credit Card,Mobile,4.0,Exactly what I needed.,False,15
ORD0002655,CUST00475,Shivam Das,shivam.das491@yahoo.com,21,Male,Hyderabad,Telangana,2021-12-22,2022-01-10,Cancelled,PROD6414,Bosch Cookware Premium T10,Home & Kitchen,Cookware,Bosch,48157.96,9,20.0,171.02,Debit Card,Mobile,,,False,13
ORD0008023,CUST00802,Karan Mehta,karan.mehta763@gmail.com,34,Female,Nagpur,Maharashtra,2021-06-04,2022-01-10,Completed,PROD6737,UCB Jewellery Elite S2,Fashion,Jewellery,UCB,1090.68,10,0.0,162.81,Credit Card,Mobile,,Loved the colour.,False,9
ORD0005108,CUST00773,Arun Chauhan,arun.chauhan289@hotmail.com,48,Male,Surat,Gujarat,2021-08-09,2022-01-10,Cancelled,PROD8041,Puma Women's Clothing Elite R6,Fashion,Women's Clothing,Puma,10091.6,1,0.0,96.11,UPI,Mobile,,,False,11
ORD0004668,CUST01615,Sneha Malhotra,sneha.malhotra756@outlook.com,20,Male,Noida,Uttar Pradesh,2021-03-12,2022-01-10,Completed,PROD9100,LG Smart Watches Lite K8,Electronics,Smart Watches,LG,65834.69,3,40.0,41.06,UPI,Mobile,,Works perfectly as described.,False,15
ORD0004388,CUST02613,Pallavi Pandey,pallavi.pandey801@yahoo.com,38,Female,Ahmedabad,Gujarat,2021-01-15,2022-01-10,Completed,PROD1561,Mango Bags Eco R6,Fashion,Bags,Mango,4701.54,2,0.0,43.68,Credit Card,Desktop,3.0,Exactly as shown in picture.,False,14
ORD0002663,CUST00475,Shivam Das,shivam.das491@yahoo.com,21,Male,Hyderabad,Telangana,2021-12-22,2022-01-10,Pending,PROD6925,Samsung Headphones Max A7,Electronics,Headphones,Samsung,66354.71,3,5.0,138.74,Net Banking,Desktop,,,False,8
ORD0006567,CUST00102,Ankit Nair,ankit.nair127@hotmail.com,58,Male,Hyderabad,Telangana,2021-02-03,2022-01-11,Completed,PROD7330,OnePlus Cameras Smart K8,Electronics,Cameras,OnePlus,50702.46,6,20.0,112.53,Credit Card,Desktop,3.0,,False,5
ORD0000326,CUST00350,Rajan Tiwari,rajan.tiwari572@gmail.com,20,Male,Hyderabad,Telangana,2021-05-05,2022-01-11,Completed,PROD2107,UCB Footwear Pro X1,Fashion,Footwear,UCB,12810.06,5,0.0,11.44,UPI,Tablet,3.0,,False,7
ORD0006491,CUST01549,Aditi Gupta,aditi.gupta610@yahoo.com,23,Female,Gurgaon,Haryana,2021-04-11,2022-01-12,Pending,PROD9369,H&M Men's Clothing Lite S2,Fashion,Men's Clothing,H&M,7078.55,3,20.0,79.65,UPI,Mobile,,,False,4
ORD0008830,CUST00998,Mohit Banerjee,mohit.banerjee69@outlook.com,52,Other,Chandigarh,Punjab,2021-08-30,2022-01-12,Completed,PROD4791,Whirlpool Bedding Smart K8,Home & Kitchen,Bedding,Whirlpool,23886.97,7,5.0,64.41,Debit Card,Mobile,4.0,Saves a lot of time.,False,2
ORD0004784,CUST01040,Divya Saxena,divya.saxena326@gmail.com,37,Female,Patna,Bihar,2021-02-21,2022-01-12,Completed,PROD3885,Adidas Accessories Elite M4,Fashion,Accessories,Adidas,14910.43,4,20.0,30.99,COD,Mobile,5.0,,False,4
ORD0009776,CUST02784,Umesh Srivastava,umesh.srivastava211@outlook.com,19,Female,Bhopal,Madhya Pradesh,2021-09-08,2022-01-12,Pending,PROD9730,Himalaya Wellness Premium V3,Beauty,Wellness,Himalaya,3034.55,9,20.0,19.17,Debit Card,Desktop,,,False,10
ORD0001533,CUST00303,Ayaan Yadav,ayaan.yadav6@hotmail.com,65,Female,Chennai,Tamil Nadu,2021-12-06,2022-01-12,Returned,PROD1894,Sony Cameras Pro V3,Electronics,Cameras,Sony,134637.21,1,20.0,80.08,Credit Card,Desktop,,,True,13
ORD0008880,CUST01578,Arun Iyer,arun.iyer422@yahoo.com,66,Female,Kanpur,Uttar Pradesh,2021-08-15,2022-01-12,Completed,PROD8174,Maybelline Makeup Smart Z5,Beauty,Makeup,Maybelline,6366.08,5,20.0,89.41,UPI,Mobile,2.0,Will definitely buy again.,False,2
ORD0002294,CUST00334,Manoj Shah,manoj.shah304@yahoo.com,63,Female,Lucknow,Uttar Pradesh,2021-05-23,2022-01-13,Completed,PROD1149,Puma Women's Clothing Eco A7,Fashion,Women's Clothing,Puma,10194.62,5,5.0,115.51,Credit Card,Desktop,4.0,,False,14
ORD0007345,CUST00186,Swati Saxena,swati.saxena153@gmail.com,70,Male,Coimbatore,Tamil Nadu,2021-12-20,2022-01-13,Completed,PROD4911,OnePlus Tablets Pro T10,Electronics,Tablets,OnePlus,104359.68,8,5.0,36.93,Wallet,Mobile,4.0,Works perfectly as described.,False,3
ORD0002795,CUST01121,Vishal Kulkarni,vishal.kulkarni317@outlook.com,64,Female,Patna,Bihar,2021-01-31,2022-01-13,Pending,PROD9524,Whirlpool Cookware Pro A7,Home & Kitchen,Cookware,Whirlpool,8585.91,3,10.0,74.16,Credit Card,Mobile,,,False,4
ORD0007525,CUST00754,Sneha Ghosh,sneha.ghosh405@yahoo.com,62,Male,Noida,Uttar Pradesh,2021-06-18,2022-01-13,Completed,PROD8136,Dell Smartphones Eco T10,Electronics,Smartphones,Dell,43165.65,6,0.0,97.75,Credit Card,Mobile,4.0,Highly recommend this product.,False,4
ORD0002694,CUST01687,Anjali Das,anjali.das634@gmail.com,31,Male,Vadodara,Gujarat,2021-03-05,2022-01-13,Completed,PROD2463,OnePlus Tablets Elite T10,Electronics,Tablets,OnePlus,27767.75,2,10.0,166.45,Net Banking,Desktop,4.0,Battery life is amazing.,False,12
ORD0009831,CUST00968,Kunal Sharma,kunal.sharma357@yahoo.com,59,Female,Coimbatore,Tamil Nadu,2021-06-05,2022-01-13,Cancelled,PROD2118,Samsung Tablets Smart G9,Electronics,Tablets,Samsung,90440.7,5,0.0,193.88,UPI,Mobile,,,False,4
ORD0007930,CUST00633,Shivam Banerjee,shivam.banerjee503@yahoo.com,54,Female,Hyderabad,Telangana,2021-12-31,2022-01-14,Completed,PROD8540,S. Chand Self-Help Max T10,Books,Self-Help,S. Chand,1693.69,2,10.0,196.16,COD,Tablet,,Highly recommend to everyone.,False,4
ORD0002697,CUST01134,Rohit Kapoor,rohit.kapoor616@gmail.com,67,Male,Gurgaon,Haryana,2021-04-19,2022-01-14,Completed,PROD9271,Fisher-Price Action Figures Plus M4,Toys,Action Figures,Fisher-Price,2519.72,10,15.0,83.13,Debit Card,Mobile,2.0,,False,6
ORD0009194,CUST00487,Neha Shah,neha.shah900@hotmail.com,67,Male,Delhi,Delhi,2021-10-08,2022-01-14,Returned,PROD6548,Sony Tablets Pro T10,Electronics,Tablets,Sony,15151.71,6,25.0,157.01,Credit Card,Mobile,,,True,14
ORD0000545,CUST00506,Suresh Tiwari,suresh.tiwari182@outlook.com,49,Male,Chennai,Tamil Nadu,2021-05-27,2022-01-14,Completed,PROD6024,LG Tablets Elite K8,Electronics,Tablets,LG,95267.24,7,30.0,145.7,Debit Card,Mobile,5.0,Battery life is amazing.,False,15
ORD0000992,CUST01579,Saurabh Reddy,saurabh.reddy961@yahoo.com,56,Male,Bhopal,Madhya Pradesh,2021-10-11,2022-01-14,Completed,PROD5506,Hot Wheels Dolls Lite Z5,Toys,Dolls,Hot Wheels,4317.23,4,0.0,7.43,COD,Mobile,,Good quality and safe.,False,11
ORD0001554,CUST01071,Zara Iyer,zara.iyer68@yahoo.com,39,Male,Lucknow,Uttar Pradesh,2021-05-11,2022-01-14,Completed,PROD3081,Lakme Haircare Eco A7,Beauty,Haircare,Lakme,3748.85,1,5.0,135.12,UPI,Tablet,5.0,Best product in this range.,False,13
ORD0004616,CUST01060,Bhavna Saxena,bhavna.saxena730@hotmail.com,58,Female,Agra,Uttar Pradesh,2021-03-15,2022-01-14,Completed,PROD5451,Apple Headphones Pro G9,Electronics,Headphones,Apple,120841.35,2,0.0,100.77,Debit Card,Desktop,5.0,Excellent performance!,False,9
ORD0006526,CUST01181,Akash Agarwal,akash.agarwal574@yahoo.com,54,Female,Chandigarh,Punjab,2021-08-06,2022-01-14,Returned,PROD4519,Whirlpool Cookware Premium R6,Home & Kitchen,Cookware,Whirlpool,37382.09,7,0.0,149.13,Credit Card,Tablet,,,True,7
ORD0005006,CUST01555,Rajesh Banerjee,rajesh.banerjee330@yahoo.com,70,Female,Bangalore,Karnataka,2021-03-07,2022-01-14,Completed,PROD1556,UCB Jewellery Eco M4,Fashion,Jewellery,UCB,3419.44,9,25.0,187.33,Credit Card,Mobile,4.0,Fits perfectly!,False,14
ORD0009859,CUST00314,Arun Mishra,arun.mishra806@yahoo.com,20,Female,Noida,Uttar Pradesh,2021-04-12,2022-01-14,Completed,PROD5056,Himalaya Skincare Premium M4,Beauty,Skincare,Himalaya,6696.86,4,10.0,11.57,UPI,Desktop,4.0,,False,15
ORD0004355,CUST01332,Riya Bose,riya.bose92@gmail.com,70,Male,Vadodara,Gujarat,2021-06-22,2022-01-14,Cancelled,PROD8316,Nike Bags Eco R6,Fashion,Bags,Nike,14330.74,9,5.0,50.21,UPI,Mobile,,,False,7
ORD0002436,CUST01294,Lakshmi Yadav,lakshmi.yadav521@gmail.com,57,Female,Visakhapatnam,Andhra Pradesh,2021-05-26,2022-01-15,Pending,PROD1407,LG Smart Watches Smart M4,Electronics,Smart Watches,LG,132677.37,8,0.0,193.15,Credit Card,Desktop,,,False,7
ORD0001134,CUST01585,Ananya Mishra,ananya.mishra357@outlook.com,39,Other,Lucknow,Uttar Pradesh,2021-01-24,2022-01-15,Completed,PROD9884,Barbie Remote Control Premium K8,Toys,Remote Control,Barbie,3640.41,9,0.0,191.85,UPI,Mobile,2.0,Hours of entertainment.,False,8
ORD0004526,CUST00562,Manoj Shah,manoj.shah954@outlook.com,33,Female,Bhubaneswar,Odisha,2021-05-08,2022-01-15,Completed,PROD9224,UCB Jewellery Smart V3,Fashion,Jewellery,UCB,12574.3,8,15.0,23.99,UPI,Desktop,4.0,,False,11
ORD0007942,CUST01197,Arun Chatterjee,arun.chatterjee662@yahoo.com,49,Male,Mumbai,Maharashtra,2021-10-30,2022-01-15,Completed,PROD3331,HP Smartphones Lite R6,Electronics,Smartphones,HP,112773.8,4,5.0,1.55,Credit Card,Desktop,4.0,,False,6
