order_id,customer_id,customer_name,customer_email,customer_age,customer_gender,customer_city,customer_state,registration_date,order_date,order_status,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_percent,shipping_cost,payment_method,device_type,rating,review_text,is_returned,delivery_days,total_amount,profit_margin,order_month,order_year,order_quarter,order_day_of_week,order_month_year,is_weekend,customer_tenure_days,delivery_status,discount_bucket,price_tier
ORD0002635,CUST01105,Vikram Yadav,vikram.yadav904@outlook.com,28,Female,Kanpur,Uttar Pradesh,2021-10-05,2022-01-02,Cancelled,PROD1884,Barbie Board Games Plus G9,Toys,Board Games,Barbie,1272.59,3,5.0,117.31,UPI,Mobile,4.0,No Review,False,11,3744.19,40.0,1,2022,1,Sunday,2022-01,True,89,Slow,Low (1-10%),Economy
ORD0005376,CUST00301,Smita Kulkarni,smita.kulkarni134@yahoo.com,19,Female,Bhopal,Madhya Pradesh,2021-12-13,2022-01-02,Completed,PROD3474,Himalaya Skincare Classic G9,Beauty,Skincare,Himalaya,5907.96,10,20.0,108.04,COD,Desktop,1.0,Best product in this range.,False,11,47371.72,40.0,1,2022,1,Sunday,2022-01,True,20,Slow,Medium (11-25%),Mid-range
ORD0004741,CUST01784,Rekha Bose,rekha.bose379@outlook.com,68,Male,Coimbatore,Tamil Nadu,2021-11-07,2022-01-02,Completed,PROD7783,Bosch Cookware Max T10,Home & Kitchen,Cookware,Bosch,23181.59,7,0.0,152.63,UPI,Mobile,4.0,Saves a lot of time.,False,4,162423.76,40.0,1,2022,1,Sunday,2022-01,True,56,Fast,No Discount,Premium
ORD0004200,CUST00775,Rajesh Patel,rajesh.patel745@gmail.com,70,Male,Hyderabad,Telangana,2021-08-22,2022-01-02,Cancelled,PROD9749,Mango Accessories Plus K8,Fashion,Accessories,Mango,4788.45,2,0.0,6.49,UPI,Mobile,4.0,No Review,False,8,9583.39,40.0,1,2022,1,Sunday,2022-01,True,133,Normal,No Discount,Mid-range
ORD0008970,CUST01893,Priya Kulkarni,priya.kulkarni876@yahoo.com,48,Male,Visakhapatnam,Andhra Pradesh,2021-12-06,2022-01-03,Completed,PROD2340,Levi's Footwear Smart R6,Fashion,Footwear,Levi's,2393.22,1,0.0,140.04,Debit Card,Mobile,2.0,No Review,False,9,2533.26,40.0,1,2022,1,Monday,2022-01,False,28,Normal,No Discount,Mid-range
ORD0004005,CUST02364,Deepa Malhotra,deepa.malhotra38@outlook.com,64,Male,Noida,Uttar Pradesh,2021-04-18,2022-01-03,Completed,PROD6240,Biotique Fragrances Lite G9,Beauty,Fragrances,Biotique,1887.8,8,5.0,41.37,COD,Mobile,5.0,Will definitely buy again.,False,2,14388.65,40.0,1,2022,1,Monday,2022-01,False,260,Fast,Low (1-10%),Economy
ORD0009369,CUST01105,Vikram Yadav,vikram.yadav904@outlook.com,28,Female,Kanpur,Uttar Pradesh,2021-10-05,2022-01-03,Completed,PROD5220,Bosch Cookware Elite X1,Home & Kitchen,Cookware,Bosch,19337.77,5,10.0,136.96,Net Banking,Tablet,1.0,No Review,False,12,87156.93,40.0,1,2022,1,Monday,2022-01,False,90,Slow,Low (1-10%),Premium
ORD0003254,CUST02455,Ankit Mehta,ankit.mehta925@gmail.com,63,Male,Bhubaneswar,Odisha,2021-02-07,2022-01-03,Completed,PROD9435,Samsung Smart Watches Max A7,Electronics,Smart Watches,Samsung,75938.75,6,0.0,124.29,Credit Card,Mobile,4.0,Highly recommend this product.,False,13,455756.79,40.0,1,2022,1,Monday,2022-01,False,330,Slow,No Discount,Luxury
ORD0003427,CUST01278,Pooja Srivastava,pooja.srivastava100@outlook.com,55,Female,Bhopal,Madhya Pradesh,2021-03-21,2022-01-03,Pending,PROD4284,Funskool Dolls Smart R6,Toys,Dolls,Funskool,2016.81,1,25.0,197.0,Net Banking,Mobile,4.0,No Review,False,10,1709.61,40.0,1,2022,1,Monday,2022-01,False,288,Normal,Medium (11-25%),Mid-range
ORD0001717,CUST02776,Sunita Banerjee,sunita.banerjee508@yahoo.com,19,Female,Agra,Uttar Pradesh,2021-10-18,2022-01-04,Completed,PROD9912,Adidas Women's Clothing Lite X1,Fashion,Women's Clothing,Adidas,8893.25,2,30.0,138.56,UPI,Mobile,5.0,Perfect for casual wear.,False,3,12589.11,40.0,1,2022,1,Tuesday,2022-01,False,78,Fast,High (26-50%),Mid-range
ORD0001703,CUST00342,Ankit Rao,ankit.rao211@outlook.com,21,Female,Hyderabad,Telangana,2021-04-22,2022-01-04,Completed,PROD1058,IKEA Storage Classic V3,Home & Kitchen,Storage,IKEA,8904.72,7,20.0,145.05,COD,Mobile,3.0,Saves a lot of time.,False,7,50011.48,40.0,1,2022,1,Tuesday,2022-01,False,257,Normal,Medium (11-25%),Mid-range
ORD0000709,CUST00931,Vishal Reddy,vishal.reddy846@gmail.com,37,Male,Agra,Uttar Pradesh,2021-02-15,2022-01-04,Completed,PROD8190,Mattel Board Games Pro M4,Toys,Board Games,Mattel,533.04,8,0.0,48.23,Debit Card,Mobile,4.0,Durable and colorful.,False,6,4312.55,40.0,1,2022,1,Tuesday,2022-01,False,323,Normal,No Discount,Economy
ORD0001400,CUST01742,Bhavna Kumar,bhavna.kumar166@yahoo.com,22,Female,Jaipur,Rajasthan,2021-01-01,2022-01-04,Completed,PROD2207,Samsung Cameras Eco T10,Electronics,Cameras,Samsung,107710.76,6,0.0,109.92,UPI,Desktop,4.0,No Review,False,2,646374.48,40.0,1,2022,1,Tuesday,2022-01,False,368,Fast,No Discount,Luxury
ORD0000265,CUST01178,Chetan Iyer,chetan.iyer819@outlook.com,47,Male,Pune,Maharashtra,2021-11-25,2022-01-04,Returned,PROD2356,Whirlpool Bedding Smart R6,Home & Kitchen,Bedding,Whirlpool,41826.44,5,0.0,155.36,UPI,Mobile,4.0,No Review,True,11,209287.56,40.0,1,2022,1,Tuesday,2022-01,False,40,Slow,No Discount,Premium
ORD0002889,CUST00023,Lakshmi Shah,lakshmi.shah922@gmail.com,61,Female,Chennai,Tamil Nadu,2021-07-21,2022-01-05,Completed,PROD7081,Philips Home Decor Ultra R6,Home & Kitchen,Home Decor,Philips,24180.18,5,25.0,45.1,UPI,Mobile,5.0,Easy to assemble.,False,14,90720.78,40.0,1,2022,1,Wednesday,2022-01,False,168,Slow,Medium (11-25%),Premium
ORD0004745,CUST01448,Smita Mishra,smita.mishra689@gmail.com,49,Female,Delhi,Delhi,2021-08-11,2022-01-05,Completed,PROD9250,Puma Accessories Pro T10,Fashion,Accessories,Puma,8279.79,5,10.0,117.27,COD,Mobile,4.0,Nice quality fabric.,False,14,37376.33,40.0,1,2022,1,Wednesday,2022-01,False,147,Slow,Low (1-10%),Mid-range
ORD0005041,CUST01169,Deepak Gupta,deepak.gupta630@outlook.com,18,Female,Kochi,Kerala,2021-08-06,2022-01-05,Completed,PROD9993,S. Chand Non-Fiction Pro R6,Books,Non-Fiction,S. Chand,1489.19,7,10.0,75.85,Credit Card,Tablet,4.0,Very informative read.,False,9,9457.75,40.0,1,2022,1,Wednesday,2022-01,False,152,Normal,Low (1-10%),Economy
ORD0000212,CUST01367,Karan Reddy,karan.reddy232@yahoo.com,43,Female,Visakhapatnam,Andhra Pradesh,2021-06-20,2022-01-05,Completed,PROD1232,Puma Footwear Elite M4,Fashion,Footwear,Puma,14020.53,7,20.0,164.31,UPI,Tablet,3.0,Exactly as shown in picture.,False,5,78679.28,40.0,1,2022,1,Wednesday,2022-01,False,199,Normal,Medium (11-25%),Premium
ORD0008797,CUST01095,Pallavi Kumar,pallavi.kumar433@hotmail.com,28,Female,Nagpur,Maharashtra,2021-10-21,2022-01-05,Completed,PROD1176,Fisher-Price Action Figures Smart G9,Toys,Action Figures,Fisher-Price,3973.0,5,25.0,43.71,Credit Card,Mobile,4.0,No Review,False,4,14942.46,40.0,1,2022,1,Wednesday,2022-01,False,76,Fast,Medium (11-25%),Mid-range
ORD0003194,CUST02351,Manoj Reddy,manoj.reddy925@yahoo.com,69,Male,Kanpur,Uttar Pradesh,2021-01-17,2022-01-05,Completed,PROD7211,Nike Men's Clothing Max X1,Fashion,Men's Clothing,Nike,6482.98,8,10.0,103.35,Credit Card,Mobile,1.0,No Review,False,14,46780.81,40.0,1,2022,1,Wednesday,2022-01,False,353,Slow,Low (1-10%),Mid-range
ORD0009307,CUST00037,Tanvi Srivastava,tanvi.srivastava520@hotmail.com,33,Female,Nagpur,Maharashtra,2021-02-04,2022-01-05,Completed,PROD4089,HP Headphones Smart K8,Electronics,Headphones,HP,103075.56,10,10.0,150.61,Credit Card,Mobile,5.0,Excellent performance!,False,2,927830.65,40.0,1,2022,1,Wednesday,2022-01,False,335,Fast,Low (1-10%),Luxury
ORD0009315,CUST00308,Lakshmi Yadav,lakshmi.yadav793@hotmail.com,26,Female,Bhopal,Madhya Pradesh,2021-01-04,2022-01-05,Completed,PROD4391,Samsung Headphones Classic V3,Electronics,Headphones,Samsung,119457.59,8,20.0,83.32,COD,Tablet,5.0,"Fast delivery, good packaging.",False,10,764611.9,40.0,1,2022,1,Wednesday,2022-01,False,366,Normal,Medium (11-25%),Luxury
ORD0001970,CUST01468,Ananya Iyer,ananya.iyer945@hotmail.com,38,Female,Indore,Madhya Pradesh,2021-05-04,2022-01-05,Pending,PROD1274,IKEA Furniture Max K8,Home & Kitchen,Furniture,IKEA,6266.33,1,5.0,172.97,UPI,Tablet,4.0,No Review,False,8,6125.98,40.0,1,2022,1,Wednesday,2022-01,False,246,Normal,Low (1-10%),Mid-range
ORD0000699,CUST00369,Kavya Rao,kavya.rao547@yahoo.com,47,Female,Noida,Uttar Pradesh,2021-07-25,2022-01-05,Completed,PROD7479,Penguin Comics Pro M4,Books,Comics,Penguin,344.89,8,20.0,20.46,Debit Card,Desktop,4.0,No Review,False,2,2227.76,40.0,1,2022,1,Wednesday,2022-01,False,164,Fast,Medium (11-25%),Budget
ORD0005320,CUST00768,Aisha Iyer,aisha.iyer279@outlook.com,64,Male,Mumbai,Maharashtra,2021-12-31,2022-01-05,Completed,PROD4612,Whirlpool Cookware Classic Z5,Home & Kitchen,Cookware,Whirlpool,45281.26,1,0.0,136.88,Credit Card,Desktop,4.0,Looks great in my kitchen.,False,4,45418.14,40.0,1,2022,1,Wednesday,2022-01,False,5,Fast,No Discount,Premium
ORD0008360,CUST00050,Manish Joshi,manish.joshi600@hotmail.com,35,Female,Bhubaneswar,Odisha,2021-03-12,2022-01-05,Pending,PROD8375,Decathlon Fitness Equipment Ultra S2,Sports,Fitness Equipment,Decathlon,11370.61,9,0.0,120.82,COD,Tablet,4.0,No Review,False,3,102456.31,40.0,1,2022,1,Wednesday,2022-01,False,299,Fast,No Discount,Premium
ORD0001284,CUST00078,Rajan Bose,rajan.bose393@gmail.com,35,Male,Agra,Uttar Pradesh,2021-01-28,2022-01-06,Completed,PROD4710,Apple Cameras Smart K8,Electronics,Cameras,Apple,28113.84,6,30.0,153.95,Debit Card,Tablet,4.0,Battery life is amazing.,False,10,118232.08,40.0,1,2022,1,Thursday,2022-01,False,343,Normal,High (26-50%),Premium
ORD0006358,CUST01001,Suresh Jain,suresh.jain886@gmail.com,64,Female,Lucknow,Uttar Pradesh,2021-10-16,2022-01-06,Completed,PROD7258,Oxford Comics Lite A7,Books,Comics,Oxford,1487.81,7,15.0,85.04,Debit Card,Tablet,5.0,No Review,False,3,8937.51,40.0,1,2022,1,Thursday,2022-01,False,82,Fast,Medium (11-25%),Economy
ORD0003349,CUST01433,Pankaj Malhotra,pankaj.malhotra13@hotmail.com,18,Female,Agra,Uttar Pradesh,2021-06-13,2022-01-06,Completed,PROD9951,Prestige Cookware Smart K8,Home & Kitchen,Cookware,Prestige,32796.9,9,5.0,6.07,Credit Card,Mobile,4.0,No Review,False,12,280419.56,40.0,1,2022,1,Thursday,2022-01,False,207,Slow,Low (1-10%),Premium
ORD0008288,CUST00747,Arun Saxena,arun.saxena785@outlook.com,66,Male,Coimbatore,Tamil Nadu,2021-08-19,2022-01-07,Completed,PROD9378,Nike Footwear Lite K8,Fashion,Footwear,Nike,5527.69,4,0.0,31.78,UPI,Mobile,5.0,Comfortable and stylish.,False,6,22142.54,40.0,1,2022,1,Friday,2022-01,False,141,Normal,No Discount,Mid-range
ORD0003115,CUST01488,Amit Shah,amit.shah75@gmail.com,54,Male,Bangalore,Karnataka,2021-12-02,2022-01-07,Completed,PROD8404,Havells Cookware Ultra S2,Home & Kitchen,Cookware,Havells,12009.33,6,0.0,58.02,UPI,Mobile,4.0,Easy to assemble.,False,9,72114.0,40.0,1,2022,1,Friday,2022-01,False,36,Normal,No Discount,Premium
ORD0005013,CUST00679,Vinay Chauhan,vinay.chauhan267@hotmail.com,59,Female,Patna,Bihar,2021-07-05,2022-01-07,Completed,PROD9255,Dove Makeup Eco Z5,Beauty,Makeup,Dove,418.3,5,5.0,92.73,UPI,Mobile,4.0,No Review,False,11,2079.65,40.0,1,2022,1,Friday,2022-01,False,186,Slow,Low (1-10%),Budget
ORD0003435,CUST00039,Shivam Joshi,shivam.joshi861@yahoo.com,64,Female,Kochi,Kerala,2021-11-17,2022-01-07,Completed,PROD4883,Philips Bedding Lite G9,Home & Kitchen,Bedding,Philips,14198.99,1,0.0,138.35,Credit Card,Mobile,4.0,No Review,False,2,14337.34,40.0,1,2022,1,Friday,2022-01,False,51,Fast,No Discount,Premium
ORD0006003,CUST00807,Anjali Agarwal,anjali.agarwal885@yahoo.com,30,Male,Jaipur,Rajasthan,2021-07-26,2022-01-08,Returned,PROD7668,Lenovo Smart Watches Smart S2,Electronics,Smart Watches,Lenovo,149768.78,10,0.0,101.87,Debit Card,Desktop,4.0,No Review,True,12,1497789.67,40.0,1,2022,1,Saturday,2022-01,True,166,Slow,No Discount,Luxury
ORD0005345,CUST00012,Riya Banerjee,riya.banerjee599@gmail.com,28,Male,Nagpur,Maharashtra,2021-08-02,2022-01-08,Completed,PROD3215,Philips Kitchen Appliances Ultra A7,Home & Kitchen,Kitchen Appliances,Philips,26328.46,8,0.0,38.15,UPI,Desktop,4.0,Perfect size for my home.,False,11,210665.83,40.0,1,2022,1,Saturday,2022-01,True,159,Slow,No Discount,Premium
ORD0004292,CUST02467,Pallavi Gupta,pallavi.gupta909@outlook.com,23,Female,Bhubaneswar,Odisha,2021-09-09,2022-01-08,Returned,PROD6899,OnePlus Tablets Lite M4,Electronics,Tablets,OnePlus,67926.3,3,20.0,107.27,UPI,Mobile,4.0,No Review,True,12,163130.39,40.0,1,2022,1,Saturday,2022-01,True,121,Slow,Medium (11-25%),Luxury
ORD0007371,CUST00845,Karan Sharma,karan.sharma795@outlook.com,38,Female,Delhi,Delhi,2021-03-05,2022-01-08,Completed,PROD6498,Nike Women's Clothing Elite S2,Fashion,Women's Clothing,Nike,7567.73,7,15.0,68.31,Wallet,Desktop,5.0,No Review,False,4,45096.3,40.0,1,2022,1,Saturday,2022-01,True,309,Fast,Medium (11-25%),Mid-range
ORD0002287,CUST00711,Neha Patel,neha.patel407@gmail.com,25,Female,Chennai,Tamil Nadu,2021-10-09,2022-01-08,Completed,PROD3510,Maybelline Makeup Eco K8,Beauty,Makeup,Maybelline,6437.87,9,0.0,107.03,UPI,Mobile,5.0,Will definitely buy again.,False,14,58047.86,40.0,1,2022,1,Saturday,2022-01,True,91,Slow,No Discount,Mid-range
ORD0006534,CUST01463,Yash Tiwari,yash.tiwari918@gmail.com,24,Male,Chennai,Tamil Nadu,2021-08-06,2022-01-08,Completed,PROD6279,Apple Smart Watches Lite X1,Electronics,Smart Watches,Apple,136786.54,3,25.0,85.34,UPI,Mobile,4.0,Highly recommend this product.,False,10,307855.06,40.0,1,2022,1,Saturday,2022-01,True,155,Normal,Medium (11-25%),Luxury
ORD0001898,CUST02919,Manoj Reddy,manoj.reddy239@hotmail.com,46,Female,Chandigarh,Punjab,2021-09-13,2022-01-09,Completed,PROD9639,Whirlpool Bedding Eco Z5,Home & Kitchen,Bedding,Whirlpool,41528.25,4,0.0,35.96,COD,Tablet,4.0,Looks great in my kitchen.,False,14,166148.96,40.0,1,2022,1,Sunday,2022-01,True,118,Slow,No Discount,Premium
ORD0008261,CUST02252,Ankit Verma,ankit.verma404@hotmail.com,58,Male,Agra,Uttar Pradesh,2021-04-03,2022-01-09,Completed,PROD4424,Whirlpool Cookware Eco M4,Home & Kitchen,Cookware,Whirlpool,34902.61,2,20.0,99.45,Wallet,Desktop,3.0,No Review,False,14,55943.63,40.0,1,2022,1,Sunday,2022-01,True,281,Slow,Medium (11-25%),Premium
ORD0003493,CUST00726,Kavya Bose,kavya.bose882@hotmail.com,61,Female,Coimbatore,Tamil Nadu,2021-09-28,2022-01-09,Completed,PROD6553,Zara Men's Clothing Ultra G9,Fashion,Men's Clothing,Zara,5178.57,1,0.0,193.4,Debit Card,Mobile,5.0,No Review,False,9,5371.97,40.0,1,2022,1,Sunday,2022-01,True,103,Normal,No Discount,Mid-range
ORD0005181,CUST00167,Anjali Singh,anjali.singh966@yahoo.com,21,Female,Surat,Gujarat,2021-11-02,2022-01-09,Cancelled,PROD4277,LG Laptops Ultra K8,Electronics,Laptops,LG,31122.49,7,0.0,142.9,Net Banking,Mobile,4.0,No Review,False,7,218000.33,40.0,1,2022,1,Sunday,2022-01,True,68,Normal,No Discount,Premium
ORD0001148,CUST02336,Arjun Mishra,arjun.mishra90@yahoo.com,51,Male,Surat,Gujarat,2021-12-02,2022-01-09,Completed,PROD7633,Havells Kitchen Appliances Elite A7,Home & Kitchen,Kitchen Appliances,Havells,4256.47,7,0.0,141.63,COD,Tablet,5.0,Saves a lot of time.,False,3,29936.92,40.0,1,2022,1,Sunday,2022-01,True,38,Fast,No Discount,Mid-range
ORD0002925,CUST01301,Rahul Agarwal,rahul.agarwal562@yahoo.com,22,Female,Bhubaneswar,Odisha,2021-08-23,2022-01-09,Completed,PROD1593,Dove Skincare Plus X1,Beauty,Skincare,Dove,7972.14,6,10.0,69.34,COD,Mobile,2.0,Works as promised.,False,3,43118.9,40.0,1,2022,1,Sunday,2022-01,True,139,Fast,Low (1-10%),Mid-range
ORD0006145,CUST01299,Rekha Kumar,rekha.kumar411@outlook.com,65,Female,Bhubaneswar,Odisha,2021-05-15,2022-01-09,Completed,PROD4868,Zara Footwear Pro X1,Fashion,Footwear,Zara,5789.37,5,5.0,96.89,UPI,Desktop,4.0,Perfect for casual wear.,False,7,27596.4,40.0,1,2022,1,Sunday,2022-01,True,239,Normal,Low (1-10%),Mid-range
ORD0001011,CUST00199,Mohit Shah,mohit.shah91@outlook.com,18,Male,Agra,Uttar Pradesh,2021-04-21,2022-01-09,Completed,PROD6583,H&M Women's Clothing Max K8,Fashion,Women's Clothing,H&M,1957.93,1,15.0,188.86,Debit Card,Mobile,5.0,Comfortable and stylish.,False,4,1853.1,40.0,1,2022,1,Sunday,2022-01,True,263,Fast,Medium (11-25%),Economy
ORD0004776,CUST00501,Ankit Ghosh,ankit.ghosh395@yahoo.com,70,Male,Delhi,Delhi,2021-07-28,2022-01-09,Completed,PROD5073,Havells Bedding Pro X1,Home & Kitchen,Bedding,Havells,5075.48,9,5.0,162.54,Credit Card,Mobile,4.0,Exactly what I needed.,False,15,43557.89,40.0,1,2022,1,Sunday,2022-01,True,165,Slow,Low (1-10%),Mid-range
ORD0002655,CUST00475,Shivam Das,shivam.das491@yahoo.com,21,Male,Hyderabad,Telangana,2021-12-22,2022-01-10,Cancelled,PROD6414,Bosch Cookware Premium T10,Home & Kitchen,Cookware,Bosch,48157.96,9,20.0,171.02,Debit Card,Mobile,4.0,No Review,False,13,346908.33,40.0,1,2022,1,Monday,2022-01,False,19,Slow,Medium (11-25%),Premium
ORD0008023,CUST00802,Karan Mehta,karan.mehta763@gmail.com,34,Female,Nagpur,Maharashtra,2021-06-04,2022-01-10,Completed,PROD6737,UCB Jewellery Elite S2,Fashion,Jewellery,UCB,1090.68,10,0.0,162.81,Credit Card,Mobile,4.0,Loved the colour.,False,9,11069.61,40.0,1,2022,1,Monday,2022-01,False,220,Normal,No Discount,Economy
ORD0005108,CUST00773,Arun Chauhan,arun.chauhan289@hotmail.com,48,Male,Surat,Gujarat,2021-08-09,2022-01-10,Cancelled,PROD8041,Puma Women's Clothing Elite R6,Fashion,Women's Clothing,Puma,10091.6,1,0.0,96.11,UPI,Mobile,4.0,No Review,False,11,10187.71,40.0,1,2022,1,Monday,2022-01,False,154,Slow,No Discount,Premium
ORD0004668,CUST01615,Sneha Malhotra,sneha.malhotra756@outlook.com,20,Male,Noida,Uttar Pradesh,2021-03-12,2022-01-10,Completed,PROD9100,LG Smart Watches Lite K8,Electronics,Smart Watches,LG,65834.69,3,40.0,41.06,UPI,Mobile,4.0,Works perfectly as described.,False,15,118543.5,40.0,1,2022,1,Monday,2022-01,False,304,Slow,High (26-50%),Luxury
ORD0004388,CUST02613,Pallavi Pandey,pallavi.pandey801@yahoo.com,38,Female,Ahmedabad,Gujarat,2021-01-15,2022-01-10,Completed,PROD1561,Mango Bags Eco R6,Fashion,Bags,Mango,4701.54,2,0.0,43.68,Credit Card,Desktop,3.0,Exactly as shown in picture.,False,14,9446.76,40.0,1,2022,1,Monday,2022-01,False,360,Slow,No Discount,Mid-range
ORD0002663,CUST00475,Shivam Das,shivam.das491@yahoo.com,21,Male,Hyderabad,Telangana,2021-12-22,2022-01-10,Pending,PROD6925,Samsung Headphones Max A7,Electronics,Headphones,Samsung,66354.71,3,5.0,138.74,Net Banking,Desktop,4.0,No Review,False,8,189249.66,40.0,1,2022,1,Monday,2022-01,False,19,Normal,Low (1-10%),Luxury
ORD0006567,CUST00102,Ankit Nair,ankit.nair127@hotmail.com,58,Male,Hyderabad,Telangana,2021-02-03,2022-01-11,Completed,PROD7330,OnePlus Cameras Smart K8,Electronics,Cameras,OnePlus,50702.46,6,20.0,112.53,Credit Card,Desktop,3.0,No Review,False,5,243484.34,40.0,1,2022,1,Tuesday,2022-01,False,342,Normal,Medium (11-25%),Luxury
ORD0000326,CUST00350,Rajan Tiwari,rajan.tiwari572@gmail.com,20,Male,Hyderabad,Telangana,2021-05-05,2022-01-11,Completed,PROD2107,UCB Footwear Pro X1,Fashion,Footwear,UCB,12810.06,5,0.0,11.44,UPI,Tablet,3.0,No Review,False,7,64061.74,40.0,1,2022,1,Tuesday,2022-01,False,251,Normal,No Discount,Premium
ORD0006491,CUST01549,Aditi Gupta,aditi.gupta610@yahoo.com,23,Female,Gurgaon,Haryana,2021-04-11,2022-01-12,Pending,PROD9369,H&M Men's Clothing Lite S2,Fashion,Men's Clothing,H&M,7078.55,3,20.0,79.65,UPI,Mobile,4.0,No Review,False,4,17068.17,40.0,1,2022,1,Wednesday,2022-01,False,276,Fast,Medium (11-25%),Mid-range
ORD0008830,CUST00998,Mohit Banerjee,mohit.banerjee69@outlook.com,52,Other,Chandigarh,Punjab,2021-08-30,2022-01-12,Completed,PROD4791,Whirlpool Bedding Smart K8,Home & Kitchen,Bedding,Whirlpool,23886.97,7,5.0,64.41,Debit Card,Mobile,4.0,Saves a lot of time.,False,2,158912.76,40.0,1,2022,1,Wednesday,2022-01,False,135,Fast,Low (1-10%),Premium
ORD0004784,CUST01040,Divya Saxena,divya.saxena326@gmail.com,37,Female,Patna,Bihar,2021-02-21,2022-01-12,Completed,PROD3885,Adidas Accessories Elite M4,Fashion,Accessories,Adidas,14910.43,4,20.0,30.99,COD,Mobile,5.0,No Review,False,4,47744.37,40.0,1,2022,1,Wednesday,2022-01,False,325,Fast,Medium (11-25%),Premium
